name,description,class,shortname,datatype,units,High Normal,Low Normal,Allow Decimal,locale,synonym.1,answer.1,answer.2,answer.3,answer.4,answer.5,answer.6,answer.7,answer.8,answer.9,answer.10,answer.11,answer.12,answer.13,answer.14,answer.15,answer.16,answer.17,answer.18,answer.19,answer.20,answer.21,answer.22,answer.23,answer.24,answer.25,answer.26,answer.27,answer.28,answer.29,answer.30,answer.31,answer.32,answer.33,answer.34,answer.35,answer.36,answer.37,answer.38,answer.39,answer.40,answer.41,answer.42,answer.43,answer.44,answer.45,answer.46,answer.47,answer.48,answer.49,answer.50,answer.51,answer.52,answer.53,answer.54,answer.55,answer.56,answer.57,answer.58,answer.59,answer.60,answer.61,answer.62,answer.63,answer.64,answer.65,answer.66,answer.67,answer.68,answer.69,answer.70,answer.71,answer.72,answer.73,answer.74,answer.75,answer.76,answer.77,answer.78,answer.79,answer.80,answer.81,answer.82,answer.83,answer.84,answer.85,answer.86,answer.87,answer.88,answer.89,answer.90,answer.91,answer.92,answer.93,answer.94,answer.95,answer.96,answer.97,answer.98,answer.99,answer.100,answer.101,answer.102,answer.103,answer.104,answer.105,answer.106,answer.107,answer.108,answer.109,answer.110,answer.111,answer.112,answer.113,answer.114,answer.115,answer.116,answer.117,answer.118,answer.119,answer.120,answer.121,answer.122,answer.123,answer.124,answer.125,answer.126,reference-term-source,reference-term-code,reference-term-relationship
"LLA, Hopping",,finding,Hopping,Coded,,,,,,,(0) No difficulty,(1) With a little difficulty,(2) With moderate difficulty,(3) With much difficulty,(4) Extremely difficult or unable to do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, Rolling over in bed",,finding,Rolling over in bed,Coded,,,,,,,(0) No difficulty,(1) With a little difficulty,(2) With moderate difficulty,(3) With much difficulty,(4) Extremely difficult or unable to do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA Pediatric, Total Score","Total score (max. 80) * 1.25.  If not all questions answered:  Total score + [total score / number of answers] * 1.25.  The higher the score, the better.",finding,Total Score,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could get down on my knees without holding on to something",,finding,I could get down on my knees without holding on to something,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could keep up when I played with other kids",,finding,I could keep up when I played with other kids,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could walk for 15 minutes",,finding,I could walk for 15 minutes,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could walk between rooms",,finding,I could walk between rooms,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could get on and off the toilet without using my arms",,finding,I could get on and off the toilet without using my arms,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could get on and off a low chair",,finding,I could get on and off a low chair,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could get up from the floor by myself",,finding,I could get up from the floor by myself,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could sit on a bench without support for 15 minutes?",,finding,I could sit on a bench without support for 15 minutes?,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could stand on my tiptoes to reach for something",,finding,I could stand on my tiptoes to reach for something,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could stand on my tiptoes to put something (e.g. a pack of sugar) on a shelf",,finding,I could stand on my tiptoes to put something (e.g. a pack of sugar) on a shelf,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could walk on slightly uneven surfaces (such as cracked pavement)",,finding,I could walk on slightly uneven surfaces (such as cracked pavement),Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could walk on rough, uneven surfaces (such as lawns/ fields)",,finding,"I could walk on rough, uneven surfaces (such as lawns/ fields)",Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could walk up and down ramps and hills",,finding,I could walk up and down ramps and hills,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could walk up and down curbs (steps)",,finding,I could walk up and down curbs (steps),Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could get in and out of a bus",,finding,I could get in and out of a bus,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could get in and out of a car",,finding,I could get in and out of a car,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could walk across the room",,finding,I could walk across the room,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could walk while wearing a backpack full of books",,finding,I could walk while wearing a backpack full of books,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could bend over to pick something up",,finding,I could bend over to pick something up,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, I could exercise that others my age can do",,finding,I could exercise that others my age can do,Coded,,,,,,,(0) Not able to do,(1) With a lot of trouble,(2) With some trouble,(3) With a little trouble,(4) With no trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA LEFI, Total Score","Total score (max. 80) * 1.25.  If not all questions answered:  Total score + [total score / number of answers] * 1.25.  The lower the score, the better.  Detectable change: 9 points",finding,Total Score,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, Additional comments",,finding,Additional comments,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, Referral suggested",,finding,Referral suggested,Coded,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, Prosthetic and orthotic center",,finding,Prosthetic and orthotic center,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, Physiotherapy center",,finding,Physiotherapy center,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, Recommended physiotherapy treatment plan",,finding,Recommended physiotherapy treatment plan,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LLA, Home exercises / Family training",,finding,Home exercises / Family training,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
